player_id,total_playtime_hours,sessions_last_30d,sessions_last_7d,purchases_count,max_level,friends_count,churned
255,462,15,5,5,58,20,0
256,314,46,17,5,36,5,0
257,373,16,4,7,2,48,0
258,159,39,17,9,18,0,0
259,95,27,2,8,49,33,0
260,471,57,2,4,8,13,0
261,232,11,9,0,58,35,0
262,179,26,18,0,15,26,0
263,112,53,2,1,17,8,0
264,317,52,11,9,23,5,0
265,496,41,15,9,66,30,0
266,441,58,16,4,70,16,0
267,51,46,6,3,93,42,0
268,267,29,12,0,27,35,0
269,294,40,1,3,37,20,0
270,385,33,3,3,49,26,0
271,386,36,9,9,64,40,0
272,112,5,6,3,34,27,0
273,100,6,16,0,18,15,0
274,112,31,19,8,64,34,0
275,439,31,5,2,74,35,0
276,80,52,18,3,44,34,0
277,186,24,4,4,17,44,0
278,112,32,9,6,59,18,0
279,1,54,8,5,13,20,0
280,129,57,12,4,52,32,0
281,219,6,18,7,60,22,0
282,53,51,5,0,42,5,0
283,342,56,3,6,91,31,0
284,484,11,2,5,64,21,0
285,223,15,2,4,66,2,0
286,224,15,3,6,34,34,0
287,384,42,4,2,95,15,0
288,402,52,7,0,87,41,0
289,125,35,15,8,71,24,0
290,129,12,2,1,64,16,0
291,52,6,11,9,33,38,0
292,171,35,7,2,12,12,0
293,217,46,12,7,76,27,0
294,159,50,3,9,19,10,0
295,197,8,13,8,9,9,0
296,415,31,13,2,74,38,0
297,246,10,12,5,17,23,0
298,323,7,5,6,50,37,0
299,438,32,16,0,39,23,0
300,202,22,3,6,41,32,0
301,183,24,7,3,10,16,0
302,122,55,16,4,12,43,0
303,400,7,2,7,79,35,0
304,254,44,16,3,95,34,0
305,293,21,8,3,15,5,0
306,279,58,1,7,28,15,0
307,324,3,12,4,4,44,0
308,371,39,19,5,36,27,0
309,97,2,1,4,65,40,0
310,197,28,19,0,98,31,0
311,469,40,10,6,47,25,0
312,394,28,14,5,81,10,0
313,239,33,10,1,39,24,0
314,143,33,2,6,38,30,0
315,96,27,2,5,44,20,0
316,200,12,11,4,51,44,0
317,123,14,4,7,97,2,0
318,186,59,19,4,85,11,0
319,325,22,6,1,26,39,0
320,463,43,6,5,36,45,0
321,348,25,12,0,69,40,0
322,258,3,8,4,97,24,0
323,147,25,12,5,1,16,0
324,251,39,11,6,53,37,0
325,442,8,12,1,6,35,0
326,419,54,9,0,37,35,0
327,402,4,0,5,2,18,1
328,345,55,7,2,69,43,0
329,450,31,15,4,90,1,0
330,146,19,12,1,41,16,0
331,147,49,2,0,51,29,0
332,351,10,2,0,47,46,0
333,198,14,4,3,13,9,0
334,307,31,10,9,76,34,0
335,488,27,6,1,69,35,0
336,416,21,9,0,66,32,0
337,423,40,9,5,59,0,0
338,127,16,19,3,68,17,0
339,38,58,1,9,59,3,0
340,337,25,2,6,91,46,0
341,359,43,7,5,10,26,0
342,128,6,10,4,13,24,0
343,266,41,12,9,2,27,0
344,475,56,6,1,90,21,0
345,440,25,12,4,15,41,0
346,472,24,1,8,46,24,0
347,433,9,5,8,57,16,0
348,150,58,8,1,10,43,0
349,414,44,19,6,22,11,0
350,477,18,1,9,89,15,0
351,297,10,17,3,79,36,0
352,98,12,15,2,77,15,0
353,262,52,11,0,8,16,0
354,251,7,6,2,21,30,0
355,143,39,6,8,85,14,0
356,345,3,16,8,22,12,0
357,111,46,12,6,97,39,0
358,499,30,10,2,45,26,0
359,59,27,5,2,91,20,0
360,368,10,13,3,40,1,0
361,1,42,5,6,22,7,0
362,384,0,5,6,30,41,0
363,303,48,1,1,62,6,0
364,253,46,19,4,73,9,0
365,139,51,14,6,45,3,0
366,452,37,16,6,35,42,0
367,36,23,7,5,82,40,0
368,159,53,4,9,42,35,0
369,8,59,16,9,5,34,0
370,232,56,19,7,27,42,0
371,98,46,0,2,70,2,1
372,146,30,17,0,62,17,0
373,303,40,14,2,32,45,0
374,207,45,4,1,8,42,0
375,130,49,6,1,85,23,0
376,403,25,17,1,18,31,0
377,151,48,5,4,78,33,0
378,53,49,4,0,15,1,0
379,119,4,18,9,26,1,0
380,160,19,9,3,53,9,0
381,407,51,14,9,44,22,0
382,115,40,9,4,32,14,0
383,74,10,15,1,28,11,0
384,112,55,11,4,39,42,0
385,455,53,17,9,32,16,0
386,419,32,0,3,77,17,1
387,421,49,15,7,79,13,0
388,103,37,5,0,18,16,0
389,339,26,2,4,70,14,0
390,253,33,1,9,11,11,0
391,226,14,1,0,32,15,0
392,111,31,12,9,20,31,0
393,472,57,8,9,97,22,0
394,98,20,15,3,40,37,0
395,152,45,4,7,8,33,0
396,348,4,6,0,35,33,0
397,401,5,12,1,69,15,0
398,383,37,19,0,99,33,0
399,365,21,12,6,78,39,0
400,337,17,6,1,21,6,0
401,193,13,9,0,24,32,0
402,309,9,14,5,17,3,0
403,162,45,5,5,18,42,0
404,207,12,4,9,98,6,0
405,444,30,1,1,12,17,0
406,168,29,14,0,16,3,0
407,483,2,15,9,4,48,0
408,160,29,18,2,89,10,0
409,67,5,8,9,34,42,0
410,288,28,18,4,92,19,0
411,397,7,6,5,46,10,0
412,276,43,3,2,75,14,0
413,303,44,2,8,77,45,0
414,403,42,19,4,31,16,0
415,383,43,10,1,25,33,0
416,391,32,0,9,74,49,1
417,134,16,5,5,24,47,0
418,194,47,10,7,65,11,0
419,400,10,0,5,25,41,1
420,127,12,6,3,28,27,0
421,32,49,5,5,36,47,0
422,175,10,13,7,82,34,0
423,459,30,1,7,6,7,0
424,442,27,3,9,66,26,0
425,370,43,10,1,67,21,0
426,469,5,14,7,72,23,0
427,374,40,17,5,95,1,0
428,21,15,0,1,48,30,1
429,237,3,2,0,83,21,0
430,157,34,2,5,70,0,0
431,37,59,6,6,78,13,0
432,229,47,0,9,67,24,1
433,364,55,10,4,48,35,0
434,50,58,5,9,65,35,0
435,437,25,19,7,44,40,0
436,263,56,2,8,94,2,0
437,282,11,18,3,63,4,0
438,26,10,1,6,46,0,0
439,225,36,17,7,19,18,0
440,276,24,11,5,64,32,0
441,285,17,9,1,83,41,0
442,96,18,4,6,73,29,0
443,283,22,8,8,71,11,0
444,366,54,1,4,50,9,0
445,447,37,1,1,63,33,0
446,480,53,5,3,41,15,0
447,452,17,9,2,7,39,0
448,316,25,17,3,9,45,0
449,303,5,11,9,4,28,0
450,146,3,3,6,89,14,0
451,3,43,16,9,49,47,0
452,34,50,14,7,76,10,0
453,191,28,5,0,6,43,0
454,48,58,15,7,82,33,0
455,16,33,16,4,21,35,0
456,171,16,2,6,15,29,0
457,219,42,9,0,67,34,0
458,157,42,4,1,66,8,0
459,476,52,13,0,56,17,0
460,45,15,12,4,68,18,0
461,372,1,5,5,32,38,0
462,5,33,11,9,66,3,0
463,98,54,7,8,29,5,0
464,379,7,4,7,66,32,0
465,232,12,14,6,34,31,0
466,36,41,15,4,27,15,0
467,279,7,0,2,60,10,1
468,348,29,15,8,39,21,0
469,496,31,4,4,44,35,0
470,301,35,2,2,82,49,0
471,180,46,19,2,36,22,0
472,94,29,14,2,19,25,0
473,98,0,12,5,91,30,0
474,187,42,15,0,45,28,0
475,480,38,10,3,84,4,0
476,115,16,1,7,21,37,0
477,190,58,5,2,23,24,0
478,252,19,5,4,94,33,0
479,468,23,13,1,89,11,0
480,415,49,10,1,95,21,0
481,470,21,7,6,27,8,0
482,160,28,7,9,98,19,0
483,255,21,0,2,72,28,1
484,322,43,6,4,19,43,0
485,127,8,5,2,41,28,0
486,17,36,7,5,26,44,0
487,280,9,18,9,28,26,0
488,489,35,19,2,64,16,0
489,222,36,7,7,68,4,0
490,53,27,13,1,95,44,0
491,57,27,17,2,80,12,0
492,322,41,15,7,51,41,0
493,359,42,8,7,74,14,0
494,173,20,14,0,48,14,0
495,279,23,9,7,10,17,0
496,113,41,15,9,73,49,0
497,287,59,3,1,39,1,0
498,430,39,19,6,19,22,0
499,341,1,12,5,64,42,0
500,150,54,4,1,19,12,0
501,449,7,6,4,76,42,0
502,126,47,8,6,62,3,0
503,154,26,7,7,13,46,0
504,489,21,15,2,25,24,0
505,385,36,5,0,89,10,0
506,473,26,15,6,92,49,0
507,272,56,5,4,42,47,0
508,103,28,13,4,39,41,0
509,416,2,0,6,30,11,1
510,392,43,8,0,5,12,0
511,298,12,12,7,81,8,0
512,245,44,18,9,18,44,0
513,175,9,16,4,21,37,0
514,38,35,10,7,86,5,0
515,476,8,7,9,50,42,0
516,169,53,4,9,6,42,0
517,246,55,9,4,50,9,0
518,25,54,6,6,80,22,0
519,354,26,9,9,66,14,0
520,305,33,3,2,1,44,0
521,408,50,8,1,57,22,0
522,407,0,13,5,30,39,0
523,12,31,1,4,58,36,0
524,315,24,8,8,52,33,0
525,390,28,0,9,37,15,1
526,312,6,9,3,48,44,0
527,35,48,9,2,87,40,0
528,172,2,19,8,1,46,0
529,19,19,2,7,19,31,0
530,320,19,5,5,46,37,0
531,263,52,5,0,67,39,0
532,493,29,1,9,2,45,0
533,399,34,17,0,56,4,0
534,141,34,1,5,17,16,0
535,459,48,11,2,92,21,0
536,370,38,4,2,82,38,0
537,470,26,19,5,97,40,0
538,142,25,6,2,79,47,0
539,91,13,15,9,22,17,0
540,353,16,19,5,27,27,0
541,321,17,0,4,55,12,1
542,287,44,0,3,32,49,1
543,214,51,16,7,60,41,0
544,446,28,0,1,83,0,1
545,341,19,19,6,28,49,0
546,50,52,12,3,28,18,0
547,152,26,8,1,74,33,0
548,185,17,14,6,84,3,0
549,62,3,2,0,25,42,0
550,189,0,13,3,85,2,0
551,124,49,10,8,78,40,0
552,149,0,11,3,86,9,0
553,313,57,12,2,26,27,0
554,57,25,12,9,75,33,0
555,341,44,0,9,71,38,1
556,304,19,9,1,17,46,0
557,179,51,2,2,82,18,0
558,169,22,3,0,7,41,0
559,325,9,15,9,56,45,0
560,270,58,7,7,64,35,0
561,53,10,15,0,20,42,0
562,490,40,16,2,38,2,0
563,443,40,18,2,75,22,0
564,100,4,14,1,58,16,0
565,480,57,15,4,16,6,0
566,263,0,14,9,51,25,0
567,52,16,1,2,27,42,0
568,59,21,10,2,51,17,0
569,491,33,0,7,75,45,1
570,107,55,14,3,16,45,0
571,4,44,18,3,87,5,0
572,102,40,3,2,60,30,0
573,195,28,10,0,76,28,0
574,261,3,4,7,40,8,0
575,364,4,2,0,67,34,0
576,479,10,12,6,2,16,0
577,371,55,9,4,48,11,0
578,349,50,10,3,52,35,0
579,46,20,17,3,24,47,0
580,354,34,1,7,93,23,0
581,310,11,6,5,98,9,0
582,423,25,8,0,84,29,0
583,307,50,9,9,82,28,0
584,143,18,17,7,78,38,0
585,268,44,6,1,82,9,0
586,369,59,6,5,2,38,0
587,123,6,2,8,65,27,0
588,105,46,11,0,20,17,0
589,157,54,6,5,34,40,0
590,146,6,16,7,41,49,0
591,144,25,0,9,41,16,1
592,119,39,4,1,75,10,0
593,318,4,15,4,91,0,0
594,274,20,14,5,23,16,0
595,91,13,1,4,38,35,0
596,57,3,8,2,44,35,0
597,438,22,6,3,67,45,0
598,345,41,3,6,62,8,0
599,228,19,19,3,12,44,0
600,473,14,17,8,30,27,0
601,116,49,3,9,95,47,0
602,317,51,12,1,87,32,0
603,278,44,0,4,65,2,1
604,126,28,2,7,41,7,0
605,392,7,15,4,20,49,0
606,395,40,3,9,6,5,0
607,128,47,15,7,75,5,0
608,57,18,18,7,99,28,0
609,121,47,0,8,4,36,1
610,0,38,4,9,93,11,0
611,238,45,18,5,10,8,0
612,289,27,10,3,51,40,0
613,95,45,12,2,93,48,0
614,125,56,19,4,38,18,0
615,117,26,4,5,1,16,0
616,47,3,3,2,8,47,1
617,88,57,3,1,81,43,0
618,487,14,3,6,83,31,0
619,236,34,3,4,63,34,0
620,372,36,19,8,33,13,0
621,384,0,17,2,15,48,0
622,271,2,17,7,31,15,0
623,188,46,15,5,21,20,0
624,486,23,8,3,3,11,0
625,191,26,17,8,66,23,0
626,446,39,1,4,35,33,0
627,68,35,3,9,41,7,0
628,277,33,11,5,59,43,0
629,348,28,6,8,16,20,0
630,246,23,14,6,56,47,0
631,450,23,6,4,45,7,0
632,75,41,16,1,59,27,0
633,153,3,15,3,50,15,0
634,143,2,18,1,85,9,0
635,434,33,8,2,12,14,0
636,484,56,13,9,92,3,0
637,85,48,16,2,12,25,0
638,184,22,4,3,33,14,0
639,284,52,1,5,84,35,0
640,461,55,19,2,49,31,0
641,219,51,15,9,21,42,0
642,68,22,13,0,60,37,0
643,46,44,13,0,52,3,0
644,496,4,0,8,54,40,1
645,93,30,2,8,39,8,0
646,237,52,6,4,49,34,0
647,445,40,14,8,64,27,0
648,499,56,18,6,86,36,0
649,452,56,19,8,26,46,0
650,203,59,1,6,71,8,0
651,399,53,18,8,7,1,0
652,217,5,8,1,72,2,0
653,473,36,18,7,62,43,0
654,431,56,4,6,90,47,0
655,340,9,17,5,88,4,0
656,38,39,15,4,24,9,0
657,99,6,3,3,40,27,0
658,288,38,11,6,76,14,0
659,253,37,6,2,47,13,0
660,221,20,13,7,8,45,0
661,356,19,11,1,54,22,0
662,22,2,2,0,9,12,1
663,249,50,4,1,3,15,0
664,9,21,16,8,54,29,0
665,245,46,9,4,21,39,0
666,324,3,9,7,95,7,0
667,99,27,10,2,48,16,0
668,289,11,16,6,47,29,0
669,179,37,4,1,88,16,0
670,222,50,12,7,68,34,0
671,393,35,9,6,84,0,0
672,249,46,8,4,63,48,0
673,146,40,16,3,16,23,0
674,441,4,0,0,74,47,1
675,95,12,3,4,90,48,0
676,256,22,3,8,93,24,0
677,324,57,17,9,5,1,0
678,492,49,8,3,11,24,0
679,3,29,17,8,29,13,0
680,15,36,13,1,79,38,0
681,279,24,14,3,70,32,0
682,335,47,5,8,48,16,0
683,246,26,9,3,15,30,0
684,257,50,14,4,84,9,0
685,496,13,3,7,34,5,0
686,475,56,17,0,60,38,0
687,383,47,17,0,62,24,0
688,159,58,16,8,2,37,0
689,474,46,11,8,80,36,0
690,339,53,6,3,19,29,0
691,151,35,15,1,98,33,0
692,395,38,10,8,49,17,0
693,177,15,13,3,78,23,0
694,162,55,2,5,88,48,0
695,379,21,18,0,28,26,0
696,32,20,17,8,48,26,0
697,416,53,9,4,96,38,0
698,444,20,5,2,37,20,0
699,178,7,12,3,74,18,0
700,426,48,9,0,49,38,0
701,100,15,17,8,48,22,0
702,267,58,19,7,73,38,0
703,322,54,15,3,88,47,0
704,64,30,5,1,29,43,0
705,416,41,12,8,60,46,0
706,167,9,3,3,29,14,0
707,329,31,13,8,58,42,0
708,42,58,0,9,48,1,1
709,43,33,19,2,23,34,0
710,284,8,4,6,27,19,0
711,396,16,7,6,95,27,0
712,11,10,11,9,7,14,0
713,94,31,1,3,49,15,0
714,301,9,11,1,54,32,0
715,385,21,4,8,68,46,0
716,252,56,4,3,78,11,0
717,498,16,12,7,42,38,0
718,241,3,8,1,74,38,0
719,34,47,9,7,59,42,0
720,214,51,0,9,44,19,1
721,336,46,2,4,98,28,0
722,89,24,17,6,26,42,0
723,263,58,11,6,23,48,0
724,92,20,2,8,73,2,0
725,409,36,8,2,8,47,0
726,457,37,1,9,53,4,0
727,89,48,2,3,14,1,0
728,417,0,13,9,71,22,0
729,114,24,3,3,7,25,0
730,104,50,18,9,9,25,0
731,390,35,12,4,3,6,0
732,195,16,6,5,78,9,0
733,313,40,11,2,17,4,0
734,113,23,2,3,44,46,0
735,492,1,8,2,86,11,0
736,74,39,1,1,46,31,0
737,412,14,8,9,90,41,0
738,375,31,11,8,58,30,0
739,419,38,11,0,28,21,0
740,216,58,14,1,14,16,0
741,276,5,1,7,9,19,0
742,248,0,17,6,26,19,0
743,163,46,12,0,2,42,0
744,393,22,13,4,75,7,0
745,356,57,4,9,81,46,0
746,456,38,9,5,34,33,0
747,407,56,11,4,19,48,0
748,191,16,9,3,39,22,0
749,226,33,10,0,82,37,0
750,176,58,1,6,13,27,0
751,98,40,4,8,5,12,0
752,495,28,6,5,50,28,0
753,35,8,5,2,23,7,0
754,465,12,2,9,88,10,0
755,496,5,12,3,29,46,0
756,486,5,2,9,72,44,0
757,95,19,5,4,26,17,0
758,151,51,10,0,79,49,0
759,150,52,16,4,57,24,0
760,189,2,9,0,1,48,0
761,223,16,11,8,28,21,0
762,36,48,16,6,62,44,0
763,267,11,3,2,47,34,0
764,368,47,1,8,78,28,0
765,182,46,10,1,98,20,0
766,12,44,6,6,59,6,0
767,278,54,1,8,31,11,0
768,216,0,17,5,70,35,0
769,354,16,3,9,49,23,0
770,360,2,7,4,5,31,0
771,285,25,19,6,31,26,0
772,272,14,13,5,37,31,0
773,368,35,11,4,79,31,0
774,61,31,17,1,15,31,0
775,83,31,10,7,52,25,0
776,367,3,7,6,69,10,0
777,216,17,1,5,92,45,0
778,341,48,14,4,97,17,0
779,396,18,8,4,11,38,0
780,186,42,18,8,43,4,0
781,18,51,19,0,70,15,0
782,176,34,7,8,23,10,0
783,99,39,18,5,40,34,0
784,395,13,4,3,63,47,0
785,444,57,10,9,2,10,0
786,232,32,14,6,79,41,0
787,402,13,7,8,87,22,0
788,75,33,18,4,86,33,0
789,264,54,7,4,73,47,0
790,454,3,18,7,47,16,0
791,283,23,17,6,30,9,0
792,205,58,9,7,16,17,0
793,222,28,6,9,59,43,0
794,383,18,8,1,47,7,0
795,51,5,0,8,30,25,1
796,338,56,18,2,9,2,0
797,366,32,4,5,65,23,0
798,143,48,18,5,59,2,0
799,372,39,0,1,64,37,1
800,68,18,14,6,8,1,0
801,98,52,15,8,52,34,0
802,395,0,6,9,18,16,0
803,24,4,11,0,91,8,1
804,435,26,7,7,82,35,0
805,378,15,4,1,96,21,0
806,468,5,9,0,58,30,0
807,483,39,4,7,49,33,0
808,52,12,16,1,32,23,0
809,150,47,4,5,48,8,0
810,143,34,14,5,45,45,0
811,56,18,12,4,54,42,0
812,38,11,0,7,85,1,1
813,108,15,10,2,46,20,0
814,180,58,0,9,96,33,1
815,41,42,10,3,31,26,0
816,185,9,17,6,37,36,0
817,422,24,17,6,16,6,0
818,397,19,15,7,46,21,0
819,222,30,12,1,46,3,0
820,121,3,6,1,78,13,0
821,132,43,0,3,88,33,1
822,162,22,15,9,89,22,0
823,214,1,0,8,61,43,1
824,220,55,16,9,46,41,0
825,234,21,5,8,51,24,0
826,330,50,1,3,62,0,0
827,145,56,16,8,35,47,0
828,238,36,5,2,81,14,0
829,75,7,13,4,42,31,0
830,8,6,17,9,45,13,0
831,73,13,5,8,68,40,0
832,441,55,9,5,75,20,0
833,491,54,17,2,47,46,0
834,400,2,8,9,79,6,0
835,252,49,7,8,30,35,0
836,229,15,9,5,24,20,0
837,6,54,16,3,66,49,0
838,173,18,5,3,43,39,0
839,140,50,13,7,34,11,0
840,167,17,5,6,23,14,0
841,169,51,6,0,61,14,0
842,392,15,11,5,95,16,0
843,433,7,2,7,37,33,0
844,282,59,13,2,13,43,0
845,121,32,18,8,97,34,0
846,193,48,15,9,71,38,0
847,4,11,6,1,96,37,0
848,28,52,7,5,7,13,0
849,164,10,17,0,42,4,0
850,421,4,12,1,38,29,0
851,338,26,8,4,52,3,0
852,135,11,9,0,44,14,0
853,495,16,8,7,64,38,0
854,364,5,14,0,13,34,0
855,320,32,19,8,88,44,0
856,341,4,1,9,28,9,0
857,499,56,12,2,96,1,0
858,144,27,1,1,82,43,0
859,326,13,18,0,98,23,0
860,216,4,1,8,98,27,0
861,300,53,2,3,1,21,0
862,131,55,5,0,43,43,0
863,291,58,2,0,42,31,0
864,69,32,9,6,95,30,0
865,251,49,5,1,50,18,0
866,414,47,15,6,60,20,0
867,274,40,16,6,1,2,0
868,444,18,18,9,51,5,0
